english,korean
"If you're among millions of women who dream of recovering their charming skin, don't forget the name--""Recover.""","만약 당신이 매력적인 피부로의 회복을 굼꾸는 수백만 여성중에 속한다면, “Recover"" 라는 이름을 잊지 마세요."
He wore old shoes.,그는 낡은 신발을 신고 다녔다.
We like cooking meals and washing the dishes.,우리는 음식을 만들고 설거지하는 것을 좋아한다.
At that time I was looking for an old book called English birds by Johnson.,그 당시에 나는 존슨이 쓴 ‘영국의 새’란 오래된 책을 찾고 있었다.
He wanted to be a pilot.,그는 파일럿이 되기를 원했다.
A dog is playing with the boys.,개 한 마리가 그 소년들과 놀고 있다.
"Then he poured sand in the jar, and it filled the spaces between the stones.",그리고 나서 그는 단지 안에 모래를 부었다. 그러자 그것은 돌멩이들 사이의 공간을 가득 채웠다.
Ramadan is considered to be a time for practicing self-control and showing devotion to God.,라마단은 극기를 실천하고 신에 대한 헌신을 나타내는 시기로 여겨진다.
Suppose you were going to have an operation in ancient Peru.,당신이 고대 페루에서 수술을 받게 된다고 가정해 보라.
Avoid quarrels as long as you can.,가능한 한 싸움을 피해라.
"Each year at Halloween, Americans put pumpkins in their windows.",매년 할로윈 때면 미국인들은 창문에 호박을 놓아둔다.
Millions of women also work 40 percent of all the world's jobs.,전세계 직업의 40%를 수백만명의 여성이 차지하고 있다.
"For now, the things you buy on-line are mostly ready-made ones.",현재로선 온라인 상에서 구입하는 물건들은 대부분 기성품들이다.
Sometimes she goes home to have lunch and sometimes she has lunch in town with her friends.,때때로 그녀는 점심식사를 하기 위해 집으로 가기도 하고 친구들과 함께 시내에서 점심을 먹기도 한다.
A boss was talking to his employees about managing their time.,한 사장이 그의 직원들에게 시간 관리에 대해 얘기하고 있었다.
Others used car pools.,카풀을 이용하는 사람도 있었다.
Sometimes you must pull them out.,어떤 때는 그것들을 뽑아야 한다.
"Yu-mi: Hi, Mike. This is Yu-mi. What are you doing now?","유미: 안녕, Mike. 나 유미야. 너 지금 무얼 하고 있니?"
"When his son entered a school, Mr. Kim decided to teach him how to read and write.","그의 아들이 학교에 들어갔을 때, 김씨는 그 아이에게 읽고 쓰는 방법을 가르쳐 주기로 결심했다."
"Some people like to play sports. Others like to go to interesting places, such as museums and parks.","어떤 사람들은 운동을 하고, 어떤 사람들은 박물관이나 공원 같은 재미있는 곳을 찾아 가기를 즐긴다."
"Knowing this, most candidates hire image exports to help them.","이러한 사실을 알고 있기 때문에, 대부분의 후보자들은 그들을 도와 줄 이미지 전문가들을 고용한다."
Most of the oranges for juice grow in Florida.,대부분의 쥬스용 오렌지는 Florida에서 재배된다.
Travel is exciting.,여행은 흥미롭다.
"For this work, they earn only about half as much as men, and of course they earn nothing for their domestic work.","이런 일의 대가로 여성은 남성의 절반 정도 밖에 급료를 받지 못하고 있으며, 물론 가사 노동에 대가는 전혀 없는 상태이다."
"It is not easy for people to understand their words, but my sister and I can understand them.",사람들이 그들의 말을 이해하는 것은 쉽지 않지만 내 누이와 나는 그들의 말을 이해할 수 있다.
"It is considered polite to eat with the right hand, using the thumb and first two fingers.","오른손 엄지손가락, 검지, 중지를 사용하여 음식을 먹는 것이 바른 예절로 여겨진다."
"In some ancient European religions, there were 12 good gods and one evil god; the evil god was called the 13th god.",몇몇 고대 유럽종교에는 12명의 선한 신과 한 명의 악한 신이 있었는데 그 악한 신을 13번째 신이라 불렀다.
Each method claims it can shorten the learning period.,각각의 방법은 학습 기간을 단축시켜 줄 수 있다고 주장한다.
"Working hard, his profits multiplied quickly.","열심히 일했기에, 그의 이익은 빨리 늘어났다."
The school principal visited several classes and was angry at the noise being made by one class in particular.,교장선생님은 몇 학급을 둘러보다가 특히 한 학급에서 일으키는 소란에 화가 났다.
I saw an accident this morning.,나는 오늘 아침 사고난 것을 보았다.
He said to them.,그는 그들에게 말하였다.
