english,korean
They can go inside things.,세균은 물질 안에 들어갈 수 있다.
"Suddenly, taking Vitamin C became a craze.",갑자기 비타민 C를 섭취하는 게 큰 유행이 되었다.
"One day Ned heard some girls saying, ""We don't like to sit near Ben.""","어느날, Ned는 몇몇 여자 아이들이 “우리는 Ben의 옆에 않은 것이 싫어.""라고 말하는 것을 들었다."
He carries a dictionary with him and tries to learn new words every day.,그는 매일 사전을 가지고 다니며 새로운 단어들을 배우려고 노력한다.
I just wanted you to know how proud I am of Bobby.,저는 당신들게 제가 얼마나 보비를 자랑스럽게 여기는지 알려드리고 싶을 따름입니다.
"Then you will be able to choose the colors, shapes and other design features that you want.","그러면, 당신은 원하는 색깔과 형태, 다른 디자인 요소를 선택할 수 있게 된다."
She was arrested by the police.,그녀는 경찰에 체포되었다.
"Searching through row upon row of Christmas trees, my husband and I picked one we liked.",여러 줄로 세워져 있는 크리스마스 트리 사이를 뒤지며 찾다가 남편과 나는 마음에 드는 나무 한 그루를 골랐다.
Let me give you another example.,다른 예를 들어보자.
They may succeed by the year 2030.,그들은 아마 2030년까지는 성공할 것이다.
Now you begin to look back and laugh at your mistakes in the earlier stages.,이제 뒤를 돌아보고 그 이전 단계 때의 자신의 실수들에 대해 웃음짓기 시작한다.
He usually gets up early and goes to work.,그는 언제나 아침 일찍 일어나서 일하러 간다.
"""The cow said, 'Perhaps it's because I give while I'm still living.'""","""소는 '아마 그건 나는 살아있을 때 주기 때문일 거야.'라고 말했습니다."""
"Not long ago, a television reporter asked some children what their dreams were.",얼마전 한 텔레비전 기자가 몇 명의 어린이들에게 그들의 꿈이 무엇이냐고 물었다.
"They know that these birds often fly above dead animals, so finding them can lead to a free meal.",그들은 이 새들이 종종 죽은 동물들 위를 난다는 것을 알기 때문에 그 새들을 찾으면 공짜 먹이를 얻을 수 있다.
These behaviors may weaken the group work environment and decrease productivity.,이런 행위들은 단체 근로환경을 약화시키고 생산성을 떨어뜨릴 수 있다.
People with IAS feel depressed if they aren't allowed to use their computer.,IAS에 걸린 사람들은 컴퓨터를 사용하는 것이 허용되지 않으면 우울해 한다.
So English is used by many people.,그래서 영어가 많은 사람들에 의해 사용되어진다.
"Then Peter put his hand in his pocket and said, 'I've left the key of out room downstairs in my coat.""","그때 Peter가 호주머니에 손을 넣고 “우리방 열쇠를 아래층 내 코트에 넣어두었구나.""라고 말했다."
He thought that the two Cs would look good in advertising.,그는 그 두 개의 C자가 광고할 때 좋게 보이리라 생각했다.
"To meet people's needs, governments have used up much of their groundwater.","사람들의 욕구를 충족시키기 위해, 정부는 많은 양의 지하수를 거의 다 써버렸다."
This makes it harder for female polar bears to have babies.,이렇게 되면 암컷 북극곰들은 새끼를 갖기가 더 어려워진다.
This puzzled the pig.,이것이 돼지를 당혹하게 만들었죠.
They didn't do their homework and now she can't teach the lesson she planned.,학생들이 숙제를 해 오지 않아서 지금 그녀는 그녀가 계획했던 것을 강의할 수가 없다.
How are you?,안녕!
Susie was a young gril.,Susie는 어린 소녀였다.
What are you going to watch next?,그 다음에는 무엇을 볼 것인가?
You can go into the world of the past.,당신은 과거의 세계로 갈 수 있다.
They are going to go to the park by the side of Lake Ch'unch'on.,그들은 춘천호 옆의 공원에 가려고 한다.
So I didn't like the idea of my son becoming a cook.,그래서인지 요리사가 되겠다는 아들의 생각이 마음에 들지 않았어요.
"""Oh, nothing much.","""음, 그리 많지 않소."
"Everyone answered, ""Yes.""","모두 대답했다, ""네."""
People write me letters about robins that spend their days fluttering against windows.,사람들은 창문에서 퍼덕거리며 세월을 보내는 울새에 대해 나에게 편지를 쓴다.
People can do anything they want to do in their free time.,사람들은 여가 시간에 하고 싶은 것을 할 수 있다.
It is Sunday.,일요일이다.
"By the 1890s, however, people started wearing more simple and accurate Western-style eyeglasses.","그러나, 1890년대엔 이미 사람들이 좀 더 단순하고 정밀한 서양식 안경을 쓰기 시작했다."
"If students can get someone to take their place, hey get the holiday.","만약에 학생들이 누군가가 자신의 자리를 대신하게 할 수 있다면, 그들은 휴일을 얻는다."
The pumpkin looks like a face and has a candle burning inside it.,그 호박은 사람의 얼굴처럼 생겼고 그 안에는 초가 타고 있다.
Judy and Betty are sisters.,Judy와 Betty는 자매이다.
"Hi, my fans. My name's Diana Rich.","안녕하세요, 여러분. 제 이름은 Diana Rich입니다."
"In Theater U-ju, we are playing 'Bear' and 'Star Wars'.",우주 극장에서는 ’베어‘와 ’스타워즈‘를 상영할 것입니다.
"After just a few weeks' use, you'll be looking in the mirror and loving what you see. And you won't just be dreaming.",몇주간 사용하신후에 거울을 보면 당신의 모습이 마음에 드실겁니다. 당신은 꿈을 꾸고 있는 것이 아닐 겁니다.
"By using this method, doctors can operate freely without giving pain to their patients.",이 방법을 사용하여 의사들은 환자들에게 통증을 주지 않고 마음놓고 수술할 수 있다.
White horses are coming into the ring.,백마들이 원형무대 안으로 들어오고 있다.
Society teaches children to act like males or females at a young age.,사회는 아이들에게 남성 또는 여성답게 행동하도록 어린 시절부터 가르친다.
"""The main reason we can't grow enough food,"" he adds, ""is because there isn't enough water.""","""우리가 충분한 식량을 재배할 수 없는 주된 이유는 충분한 물이 없기 때문입니다."" 그는 덧붙여 말한다."
I have a new nice car and a lot of money in the bank.,전 신종의 좋은 차와 은행에 많은 돈을 가지고 있습니다.
A girl is standing on the back of the first horse.,소녀 하나가 첫 번째 말 등에 서 있다.
"Research on rats shows that when animals live in crowded conditions, they live disorderly, violent lives.",동물들이 혼잡한 상태에서 살게되면 난잡하고 난폭한 생활을 한다는 것이 쥐에 대한 실험에서 밝혀졌다.
"No one seems to know exactly why this came to be so, but there are many possible explanations. ","왜 그렇게 되었는지 정확히 아는 사람은 아무도 없는 것 같지만, 가능한 설명들은 많이 있다."
"They also learned to understand one's words by watching his face, especially his lips.",그들은 또한 사람의 얼굴 특히 입술을 관찰함으로써 사람의 말을 이해하는 것을 배웠다.
"While he was waiting for a bus, he saw a little dog going across the street.",그가 버스를 기다리는 동안 그는 강아지 한 마리가 길을 건너가고 있는 것을 보았다.
Why?,왜 그럴까?
A : Stop watching TV.,A : TV 그만 보거라.
"For example, coyotes will search the sky for vultures flying in circles.","예를 들면, 코요테는 원을 그리며 하늘을 날고있는 독수리를 찾아다닐 것이다."
"At the meal were 13 people, including Jesus Christ, and Judas was thought to be the 13th guest.","그 만찬에는 예수 그리스도를 포함해서 13명의 사람이 있었는데, 유다가 13번째 손님인 것으로 생각되었다."
My sister Betty is waiting for me.,동생 Betty가 나를 기다리고 있는 중이야.
"During a clear day it is very blue, and on a rainy day it is gray.",맑은 날에는 매우 푸르다. 그리고 비오는 날에는 회색이 된다.
"Because quite a few voters decide who to vote for by the way the different candidates speak, dress and act.",왜냐하면 왜 많은 유권자들이 누구에게 찬성표를 던질 것인가를 여러 후보자들이 말하고 옷을 입고 행동하는 방식을 토대로 결정하기 때문이
When baby birds are born they naturally follow the first large thing they see.,새끼새가 태어나면 그들은 천성적으로 그들이 보는 가장 첫번째의 큰 물체를 따라다닌다.
"After that, they sit down to a meal, and they start to eat at the same time, saying ""Bismillah,"" or ""in the name of God.""","그리고나서 그들은 식사를 하기위해 자리에 앉고 “Bismillah""즉 ""신의 이름으로“라고 말하며 일제히 식사를 시작한다."
"Saturday, November 11, Fine.","11월 11일, 토요일, 맑음."
The sun keeps you from seeing the moon and stars.,해는 달과 별을 보지 못하게 된다.
These molars are called wisdom teeth.,이 어금니들은 사랑니라고 불린다.
This is often more effective than dieting.,이것은 종종 다이어트보다 훨씬 효과적이다.
"However, the practice also has disadvantages.","그러나, 그 관행에는 단점도 있다."
They pretended that they were holding fishing rods and waiting for the fish to bite.,그들은 낚싯대를 잡고 물고기가 물기를 기다리고 있는 시늉을 하였다.
Ninety percent of all countries have official organizations to improve the lives of women.,90%의 국가가 여성의 삶을 향상시키기 위한 공식 기관을 가지고 있다.
"Horses were considered much more valuable than human actors too, and they were treated better.","말들 또한 배우들보다 훨씬 더 소중하게 여겨져서, 더 좋은 대우를 받았다."
"The press will be serious in their reporting about aliens, while television will show all kinds of science-fiction movies.","언론은 외계인에 대한 보도를 할 때 진지할 것이고, 동시에 TV에서는 모든 종류의 공상 과학 영화를 방영할 것이다."
"""Thinking of a beautiful beach, however, makes them relaxed and peaceful.""","""하지만 아름다운 해변을 생각하는 것은 사람들을 더 편안하고 평화롭게 만듭니다."
"Within two hours, he had sold all the tomatoes at 100% profit.",2시간만에 그는 100%의 이윤을 남기고 토마토를 전부 팔아치웠다.
"The boy said, ""Come in.""","소년이 ""들어와요.""라고 말했다."
Don't be afraid of making mistakes while you are speaking.,말하는 동안 실수하는 것에 대해 두려워하지 말라.
Then the people who follow the lead are endangering their very lives.,그렇게 되면 주도 세력을 따르는 사람들은 바로 자신들의 생명을 위험에 빠뜨리고 있는 것이다.
"Recently, psychologists studied this question and found that the man in the house has his finger on the button for 80% of the time, then the","최근에, 심리학자들은 이 문제를 연구하고, 그 집의 가장이 80%의 시간 동안 리모콘 버튼에 손가락을 올려놓고 있고, 그 다음으로 첫"
You and your family are relaxing after a hard day's work.,힘든 하루의 일을 마치고 당신과 가족들이 쉬고 있다.
A Growing Interest in a New Medicine,새로운 의술에 대해 증가하는 관심
Just a small amount of it can cause deadly harm.,아주 소량의 다이옥신이 치명적인 피해를 일으킬 수 있다.
"The whole world was shocked when the World Trade Center towers in New York City were attacked by terrorists on September 11th, 2001.","2001년 9월 11일, 뉴욕의 세계무역센터 건물이 테러리스트들의 공격을 받았을 때 전세계는 경악했다."
The statues on Easter Island are so giant that some people insist that they were carved by aliens using high technology.,이스터 섬의 석상들은 너무 거대해서 어떤 사람들은 그것들이 고도의 기술을 사용하는 외계인들에 의해 조각되었다고 주장한다.
"In the early days of the automobile, many people did not think very highly of it.","자동차 초창기에, 많은 사람들은 그것을 대단하게 생각하지 않았다."
Other ads are about soap for washing cars.,다른 광고들은 세차에 필요한 세제들을 보여준다.
God only knows what great talents have been wasted because women have not been given the chance to prove themselves.,여성들에게 자신들을 입증해 보일 기회가 주어지지 않았기 때문에 얼마나 많은 재능이 낭비되었는 가를 신만은 알고 계신다.
"Other crazes in Korea include DDR, piercings, hair-dyeing and PC rooms.","한국에서의 또 다른 유행에는 DDR, 피어싱, 머리 염색, PC방 등이 포함된다."
My father is running with So-ra.,아버지는 So-ra와 함께 달리기를 하고 있다.
Did you know that this device had been invented long ago?,이러한 기구가 오래 전에 발명되었다는 것을 알고 있었는가?
"The boy answered, ""Thank you, my boy.","소년이 대답했다, ""고맙다, 얘야."
Dirt is full of germs but they are too small to see without a microscope.,먼지에는 세균이 가득 차 있지만 그것은 너무 작아서 현미경 없이 볼 수 없다.
First it gets into plants that grow near chemical factories and smokestacks.,먼저 다이옥신은 화학공장이나 굴뚝 근처에서 자라는 식물 속으로 들어간다.
"At the 1970 World Cup matches in Mexico, red and yellow cards were used for the first time by FIFA.","1970년 멕시코에서 열린 월드컵 대회에서, 레드 카드와 옐로우 카드가 FIFA에 의해 최초로 사용되었다."
"Candler had lots of ideas on how to sell the drink - giving people Coca-Cola calendars, clocks and coupons.","캔들러는 그 음료를 판매하는 방법 - 사람들에게 코카콜라 달력과 시계, 쿠폰을 주는 것과 같은 - 에 대한 아이디어가 많았다."
"One of the greatest tragedies of war, apart from the loss of human life, is the loss of people's creations, their artworks.","인명의 손실을 제외하고서라도, 전쟁의 가장 큰 비극중의 하나는 사람의 창조물 다시말하면 예술품의 손실이다."
Today people don't have room for them in their jaws.,오늘날에는 사람들의 턱 안에 사랑니를 위한 공간이 없다
Mike: All right.,Mike: 좋아.
I am nine years old.,나는 9살이다.
"On the other hand, it took a little longer than normal for those who counted sheep to fall asleep.","반면에, 양을 셌던 사람들은 일반적인 경우보다 잠드는 데 시간이 약간 더 걸렸다."
"""I wouldn't worry,"" he replied.",그러자 남편은 “나라면 걱정하지 않겠소.
"When you are not happy, a book can give you a chance for a happy life.","당신이 행복하지 않을 때, 한 권의 책은 행복한 삶을 위한 기회를 줄 수 있다."
"Children's minds have more information than before, but is more information good for them?","어린이들의 정신에는 전보다 더 많은 정보가 들어있지만, 더 많은 정보가 과연 그들에게 좋은 것인가?"
The boycott ended 382 days after it had begun.,보이코트는 시작된 지 382일이 지나 끝이 났다.
At last I caught the bird and put it in the cage.,마침내 그 새를 잡아서 새장 안에 넣었다.
In the same way you can learn to speak only by speaking.,같은 방식으로 말함으로써만 말하기를 배울 수 있다.
"One child answered, ""My dream is to go to a very good school.""","한 어린이가 ""제 꿈은 아주 좋은 학교에 들어가는 것입니다.""라고 대답했다."
The American dream will become only a dream.,미국의 이상은 단지 꿈에 불과하게 될것이다.
It offers all kinds of programs to train workers in the use of computers.,인도 정부는 컴퓨터 사용에 있어서 근로자들을 훈련시키는 온갖 종류의 프로그램을 제공하고 있다.
"Often the frames were made of real gold, and the lenses were made of special crystal.","종종 안경테는 진짜 금으로 만들어졌고, 렌즈는 특수한 수정으로 만들어졌다."
One of them took off her hiking boots and began to put on a pair of running shoes she had pulled from her bag.,그들 중의 한 사람이 등산장화를 벗고 그녀의 가방에서 꺼낸 러닝화 한 켤레를 신기 시작했다.
He left without leaving his name.,그는 자기 이름도 남기지 않고 떠났다.
"Interestingly, someone who has never used a computer before is more likely to catch IAS.","흥미롭게도, 이전에 한번도 컴퓨터를 사용한 적이 없는 사람이 IAS에 걸리기가 더 쉽다."
My wife and I do the housework together.,내 아내와 나는 집안 일을 같이 한다.
"The topic may not be very important, but small talk itself is important.","주제는 그다지 중요하지 않을 수 있지만, 가벼운 대화 그 자체는 중요하다."
Their mother isn't going to go there with them.,그들의 어머니는 거기에 가지 않을 것이다.
"He warned the player, ""If you break the rules one more time, you will be out.""","그는 그 선수에게 ""다시 한번 더 규칙을 어긴다면, 퇴장당할 것이다""라고 경고하였다."
"For decades, Jay Hans hid a painful secret as he made his machine and tool company into a big business group.",수십 년 동안 Jay Hans는 그의 기계공구 회사를 거대한 기업으로 만들면서 하나의 고통스러운 비밀을 숨기고 있었다.
"""I'll study engineering here some day,"" I said to myself.","“난 언젠가 여기에서 공학을 공부할꺼야.""라고 마음속으로 생각했다."
"Television ads show soap for washing people, too.",TV광고는 또한 사람들이 씻는데 필요한 세제들도 보여준다.
"But I knew my parents would not approve, so I had to introduce them slowly to the idea.",그러나 부모님께서 허락하시지 않을 것을 알고 있었죠. 그래서 저는 그분들께 제 생각을 천천히 말씀드려야 했어요.  
Sports help us when we understand people of other countries and keep the peace of the world.,스포츠는 우리가 다른 나라 국민들을 이해하고 세계의 평화를 유지할 때 도움을 준다.
A woman in a small red sports car was driving very quickly down Elm Street.,작은 빨간색 스포츠카를 탄 여자가 Elm 거리를 매우 빠르게 몰고 있었다.
This kind of food is knowledge.,이런 종류의 음식은 지식이다.
"I'd also like to know about the rooms and meals, and, of course, the prices.","또한 숙박과 식사, 그리고 물론 가격에 대해서도 알고 싶습니다."
"Wendell Moore wanted to fly with a rocket on his back, so he invented one in 1953.","Wendell Moore는 로켓을 등에 메고 날고 싶어했고, 1953년에 배낭 로켓을 발명했다."
"Su-mi's friend, Tom will come from America to Korea tomorrow.","수미의 친구, 톰은 내일 미국에서 한국으로 올 것이다."
It's a great way to find out what life is like in other parts of the world!,이것은 세계의 다른 지역에서의 삶이 어떤지 알아내는 훌륭한 방법이다.
Ramadan is the ninth month of the Muslim lunar calendar.,라마단은 이슬람교의 음력 9번째 달이다.
They were two nice cameras.,그것들은 2개의 좋은 사진기였다.
Humans are no exception.,사람들도 예외는 아니다.
"In other words, whose finger is on the remote control button?","다시 말해서, 누구의 손가락이 리모콘 버튼 위에 있는가?"
The custom of making Jack-O-Lanterns first began with the Irish.,Jack-O-Lantern을 만드는 풍습은 아일랜드인들이 처음 시작했다.
"Between 1910 and 1990, water use increased by almost 500 percent in Europe, 300 percent in Africa, and more than 100 percent in North America","1950년과 1990년 사이에, 물 사용량은 유럽에서는 거의 500% 가량, 아프리카에서는 300%, 북아메리카와 남아메리카에서는 1"
So employers always consider teamwork when they judge a worker's performance.,그래서 고용주들이 근로자의 수행능력을 판단할 때 언제나 팀워크를 고려한다.
"Also, he spoke very slowly in an accent.""","또 사투리로 느리게 말했어요.""라고 말했다."
Do we have the right to use animals this way?,우리가 이런 방법으로 동물을 이용할 권리가 있는가?
They also must be able to motivate themselves to work without anyone watching them.,또한 그들은 지켜보는 사람 없이도 일을 하도록 스스로 동기부여를 할 수 있어야만 한다.
"A rich man asked his minister, ""Why do people call me stingy when they know I'm going to leave everything I have to the church when I die?""","어떤 부자가 목사에게 물었다. ""왜 사람들은 내가 죽으면 내가 가진 모든 것을 교회에 남길 거라는 것을 알면서도 나를 보고 인색하다고"
"If cows, chickens, or pigs eat these plants, they will also be affected.","소나 닭, 또는 돼지가 이런 식물들을 먹으면 그것들도 영향을 받는다."
B : When is it?,B : 언제이지요?
"In the fall of 1920, a man found the girl.",1920년 가을에 어떤 사람이 그 소녀를 발견했다.
"They define themselves according to external things--money, power, status--and choose courses that will get them these things.","그들은 돈, 권력, 지위등과 같은 외적인 것들에 따라 자신들을 규정짓고 이런 것들을 그들에게 가져다줄 과목들을 선택한다."
"But Mr. Lincoln said, ""Our boys are fighting in battle, but we can't help them.","그러나 Lincoln은 “우리의 아이들은 전쟁터에서 싸우고 있지만, 우리는 그들을 도울 수 없습니다."
"In some parts of the world, old customs and prejudices still prevail and women are still considered second-rate.","세계의 어떤 지역에서는 옛 관습과 편견이 여전히 지배하고 있고, 여성들은 여전히 2류로 간주된다."
It rose high into the sky.,그것은 하늘 높이 솟아 있었다.
Polar bears are in danger because the Arctic sea ice has been melting earlier in the spring than usual.,북극의 바다얼음이 평소보다 더 이른 봄에 녹고있기 때문에 북극곰들이 위험에 처해 있다.
"Women make up 50 percent of the world's population, but in nearly 66 percent of all working hours, the work is done by women.",여성은 세계인구의 절반을 차지하지만 총 근로시간의 거의 66%을 여성이 일하고 있다.
"Later, Mr. Lincoln held an important meeting in his office.","후에, Lincoln은 사무실에서 중요한 회의를 개최했다."
They avoid saying 'no' by remaining silent or changing the topic.,그들은 조용히 있거나 화제를 바꿈으로써 ‘아니오’라고 말하는 것을 피한다.
"Instead of following every new craze, maybe people should learn to choose their own interests and tastes. ","모든 새로운 유행을 따르는 것 대신에, 사람들은 그들 자신의 관심과 취향에 맞는 걸 선택하는 법을 배워야 할 것이다."
That is why there are a great many accidents.,그것은 사고가 많이 일어나는 이유이다.
"Finally, job opportunities in the IT industry are open to everyone in India regardless of the country's class system.","마지막으로, IT 산업 분야에서의 취업 기회가 인도의 계급 제도와 상관없이 모든 사람에게 열려 있다."
"""Look,"" said one of them who was sitting by a window.",그들 중 창가에 앉아 있던 한 사람이 말했다.
What you cannot see in the daytime is the moon and other stars.,낮에 볼 수 없는 것은 달과 다른 별들이다.
I'll do that in five minutes.,5분 후에 그렇게 할게요.
"French soldiers, discovering the painting, scratched and threw stones at it.","프랑스 군인들은 그 그림을 발견한 뒤 할퀴고, 돌을 던졌다."
A man in a large green truck was driving along Central Avenue very slowly.,큰 녹색 트럭을 탄 한 남자가 Central 거리를 따라 매우 천천히 몰고 있었다.
Others found that it was too noisy and too dangerous.,다른 사람들은 자동차가 너무 소음이 심하고 위험하다고 생각했다.
"Unfortunately, some people took Francis Galton seriously.","불행하게도, 일부 사람들은 Francis Galton의 이론을 심각하게 받아 들였다."
She could only cry like a wolf.,그 소녀는 단지 늑대처럼 울부짖을 수 있을 뿐이었다.
This is Washington.,이곳은 Washington이다.
They neglect their work and their health becomes bad.,그들은 일을 소홀히 하고 건강이 나빠진다.
"This television conflict is part of a bigger power game which goes on in homes, even though most of the players don't realize that they are p","이러한 TV 쟁탈전은, 비록 대부분의 사람들이 자신이 게임을 하고 있다는 것을 전혀 깨닫지 못하지만, 많은 가정에서 계속되고 있는 더"
"Later, French men's shoes returned to their normal height, but women continued to wear high heels.","훗날, 프랑스 남자들의 신발은 정상적인 높이로 돌아왔지만 여성들은 계속 하이힐을 신었다."
"They have the strength to pull the tree right out of the ground, but their 'belief system' tells them that strings keep them bound.  ","그들은 나무를 땅에서 바로 뽑아낼 힘을 가지고 있지만, 결코 그것을 끊지 않는다! 그들의 '신념 체계'가 줄이 그들을 묶어두고 있다고"
"""Those people down there are so small-they look like ants.""","“봐, 저기 아래에 있는 사람들이 굉장히 작아, 개미처럼 보여."""
In a few more weeks people won't look sad any more.,몇 주 후에는 사람들이 더 이상 슬퍼 보이지 않을 것이다.
Three men were sitting on a park bench.,세 명의 남자가 공원 벤치에 앉아있었다.
Some doctors in London say a little humor each day can be good medicine for depression.,런던의 어떤 의사들은 매일 약간씩의 유머가 우울증에 좋은 약이 될 수 있다고 말한다.
Can you go to the supermarket for me?,나를 위해서 슈퍼마켓 가 주겠니?
Tomorrow I'm going fishing.,내일 나는 낚시를 갈 예정이야.
How do they know?,그들은 어떻게 알까?
The park is by the Han River.,그 공원은 한강 옆에 있다.
"When school was over, Jack asked me to play tennis with him.","학교가 파했을 때, Jack은 나에게 그와 함께 테니스를 치자고 했다."
"Other people may have blue, gray, or green eyes.","다른 사람들은 푸른색, 회색 또는 녹색 눈동자를 갖고 있을 수도 있다."
"He would bring legal matters to me and say, 'You're better at law than me,"" said Jack Sala, now the engineering manager for the company.",그는 내게 법률적인 문제를 가지고 와서는 ‘당신이 나보다 법을 더 잘 알잖아.’라고 현재 그 회사의 기술 이사인 Jack Sala가
(C) The job is to make seeds.,(C) 그 일은 종사자를 만드는 것이다.
"""She just ran over and snatched ours.""","그 여자가 방금 달려가서 우리가 골랐던 나무를 낚아챘거든."" 하고 대답했다."
"Bad policies, too much water use, and pollution are threatening our world's water supply.","잘못된 정책, 지나친 물 사용, 그리고 오염이 세계의 물 공급을 위협하고 있다."
Have they gone crazy?,그것들은 미쳤단 말인가?
"""All I have to worry about is running faster than you.""","“내가 걱정해야만 하는 것은 오직 너보다 빨리 달리는 것이야."""
"5. the way in which the form of a word changes, showing its relationship to other words in a sentence: case endings.",5. 문장속의 다른 단어와의 관계를 나타내는 단어 형태의 변화 : 격의 변화
My family is at the park.,우리 가족은 공원에 있다.
"After a while the juice will turn into a drink that will make People happy.""","얼마 안 있어 그 주스는 사람들을 기분 좋게 해주는 음료로 변할 것이오.""라고 대답했다."
Many people are enjoying this Sunday afternoon here.,많은 사람들이 여기에서 일요일 오후를 즐기고 있다.
'People think you are generous because you give them milk and cream each day.,'사람들은 네가 매일 그들에게 우유와 크림을 주니까 널 후하다고 생각하지.
She is holding an umbrella over her head.,그녀는 머리 위에 우산을 들고 있다.
"Swift received her presents gladly, but he never gave the boy anything for bringing them.",스위프트는 그녀의 선물을 기꺼이 받았지만 그 소년에게는 선물을 가져다 준 대가로 아무 것도 준 적이 없었다.
Different people will make different answers.,서로 다른 사람들은 서로 다른 대답을 할 것입니다.
They give a direct answer to the question and go on to tell about it.,그들은 질문에 직접적인 대답을 하고 그에 관해 계속 이야기한다.
"""I'm not thinking about the bear,"" the other hiker answered.","“난 곰을 생각하고 있는 게 아니야."" 다른 도보여행자가 대답했다."
There are four stages to culture shock.,문화충격에는 네 단계가 있다.
But the star with the most popular hairdo was English captain David Beckham.,그러나 가장 인기 있는 헤어스타일을 했던 스타는 잉글랜드의 주장 데이비드 베컴이었다.
"English people eat fish for breakfast, but Americans prefer hot cakes and cold cereals.",영국인들은 아침식사로 생선을 먹지만 미국인들은 핫케이크와 차가운 시리얼을 좋아한다.
"Harry and Jane wanted to play with them, but the boys did not want to, because Harry and Jane were younger than they.","Harry와 Jane은 그들과 놀고 싶었지만, 그 남자 아이들은 그렇게 하고 싶지 않았다. 왜냐하면 Harry와 Jane은 그 남자"
"""Yes, sir!"" the man answered as he began to row away quickly.","""예, 알겠습니다!""라고 대답하고, 그는 재빨리 노를 저어가기 시작했다."
George helps his team win many games.,George는 많은 경기에서 그의 팀이 이기는 데 도움을 준다.
"""Do you have the time?""",그 남자는 은행을 나오면서 말했다.
"For example, ""a man"" will be changed to ""a person"" and ""brothers""will become ""brothers and sisters.""","예를 들어, ""남자""는 ""사람""으로 바뀔 것이고, ""형제들""은 ""형제자매들""이 될 것이다."
"For this reason, many businesses use pleasant smells to sell their products.",이런 이유로 많은 사업체에서는 자신들의 제품을 팔기 위해 좋은 냄새를 사용한다.
"By the age of 13, most people have 28 teeth, including two sets of molars.","13세가 되면, 대부분의 사람들은 두 세트의 어금니를 포함해서 28개의 치아를 갖는다."
"The traffic signal doesn't speak any language, yet everyone understands its meaning.","교통 신호등은 어떤 언어도 사용하지 않지만, 모든 이들이 그 의미를 이해한다."
"Water pollution is another serious problem, especially for the one billion people living without clean water.",수질 오염은 특히 깨끗한 물이 없이 살고 있는 10억 인구에게 또 하나의 심각한 문제이다.
"But Rattin didn't understand English, so he couldn't understand what the referee was saying.","그러나 Rattin은 영어를 이해하지 못했기에, 심판이 말하는 것을 알아들을 수 없었다."
George is the best baseball player on his team.,George는 그의 팀에서 최고의 야구 선수다.
"You know, it's a big holiday in Korea.",알다시피 그 날은 한국의 큰 명절이야.
"However, in the future, customization - making products exactly according to each buyer's taste - will be very popular. Using your computer,",하지만 미래에는 맞춤 제작 - 각 구매자의 취향에 딱 맞게 상품을 제작하는 것 - 이 매우 대중화될 것이다. 컴퓨터를 이용하면 당신은
"Yu-mi: I'm doing my math homework. It's very difficult. Please, help me.",유미: 나는 수학 숙제를 하는 중이야. 그게 너무 어려워. 좀 도와줘.
Imagine putting a needle into your body to stop pain.,통증을 멈추기 위해 당신의 몸에 바늘을 꽂는 것을 상상해 보라.
"Also, they are expected to talk only about pleasant subjects while eating, and never to introduce a sad experience into the conversation.","또한 그들은 식사중에는 즐거운 주제에 대해서만 이야기하고, 절대로 슬픈 경험을 대화로 끌어들여서는 안 되는 것으로 여긴다."
"""I was working for him.",“나는 그를 위해 일을 하고 있었죠.
"The world is becoming more realistic, and unless the children of this and future generations develop their imaginations, our world will be fu","세상은 점점 더 현실적으로 되어가고 있고, 만약에 현재와 미래 세대의 어린이들이 그들의 상상력을 개발하지 않는다면, 우리의 세상은 로"
"""How's it going?"" asked the city man.","""어떻게 지내십니까?"" 도시에 사는 사람이 물었다."
"The main advantage, of course, is that workers save time and money by not having to travel to the office every day.","물론, 그 주된 장점은 근로자들이 사무실로 매일 출퇴근할 필요가 없으므로 시간과 비용을 절약할 수 있다는 것이다."
"My daughter Judy, who works for a plumbing company, found herself in need of a plumber at home.",배관 수리회사에 근무하는 내딸 Judy는 집에 배관공을 불러야 한다는 것을 알았다.
"One day when Peter and Bill came back to the hotel, they found that the elevators were out of order.",어느날 peter와 Bill이 호텔에 돌아왔을 떄 그들은 엘리베이터가 고장난 것을 알았다.
"""Supplies cannot keep up with rising demand,"" says Mark Rosegrant, a water expert.","""공급이 증가하는 수요를 따라 잡을 수가 없습니다."" 라고 수자원 전문가인 Mark Rosegrant는 말한다."
Why?,왜일까?
His life was changed because he hurt his leg in high school.,고등학교 때 다리를 다쳤기 때문에 그의 삶은 바뀌었다.
People feel little pain when they come in.,사랑니가 날 때 사람들은 고통을 거의 느끼지 않는다.
"Without hesitation, Rowland answered, ""I am.""","주저함이 없이, Rowland는 ""접니다.""라고 대답했다."
We can either go to the movies or go shopping.,우리는 영화를 보러갈 수도 있고 쇼핑하러 갈 수도 있다.
"One night in 1865, he had a strange dream.",1865년 어느날 밤에 그는 이상한 꿈을 꾸었다.
"By carefully watching mammals like dogs, cats, cows, horses, giraffes and monkeys while they sleep, scientists have discovered that they all","개, 고양이, 소, 말, 기린, 원숭이와 같은 포유류가 자는 동안 그들을 유심히 관찰함으로써, 과학자들은 그들 모두가 꿈을 꾸는 신호"
"We are going to sell cookies at baseball games, too.",우리는 또한 야구 경기장에서도 쿠키들을 팔 것이다.
